ticket_id,customer_id,flight_id,category,ticket_text,sentiment_score,sentiment_label,severity,status,created_at,resolution_days
TKT000209,CUST0283,FLT00197,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,open,2026-05-24,3
TKT000210,CUST0054,FLT00407,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,5
TKT000211,CUST0074,FLT00422,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,closed,2026-05-24,3
TKT000212,CUST0161,FLT00255,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,in_progress,2026-05-24,3
TKT000213,CUST0283,FLT00036,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,resolved,2026-05-24,5
TKT000214,CUST0136,FLT00255,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,1
TKT000215,CUST0038,FLT00088,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,3
TKT000216,CUST0112,FLT00267,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,in_progress,2026-05-24,1
TKT000217,CUST0036,FLT00076,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,5
TKT000218,CUST0292,FLT00193,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,30
TKT000219,CUST0246,FLT00393,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,in_progress,2026-05-24,30
TKT000220,CUST0205,FLT00164,service,Meal not served in business class on this flight.,0.0,neutral,low,in_progress,2026-05-24,7
TKT000221,CUST0187,FLT00026,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,in_progress,2026-05-24,30
TKT000222,CUST0160,FLT00211,service,Meal not served in business class on this flight.,0.0,neutral,medium,open,2026-05-24,30
TKT000223,CUST0085,FLT00422,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,open,2026-05-24,3
TKT000224,CUST0237,FLT00304,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,closed,2026-05-24,3
TKT000225,CUST0218,FLT00346,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,5
TKT000226,CUST0185,FLT00457,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,in_progress,2026-05-24,7
TKT000227,CUST0254,FLT00281,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,closed,2026-05-24,7
TKT000228,CUST0084,FLT00477,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,3
TKT000229,CUST0285,FLT00343,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,resolved,2026-05-24,5
TKT000230,CUST0045,FLT00346,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,closed,2026-05-24,5
TKT000231,CUST0195,FLT00194,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,resolved,2026-05-24,1
TKT000232,CUST0249,FLT00045,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,7
TKT000233,CUST0006,FLT00426,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,closed,2026-05-24,14
TKT000234,CUST0226,FLT00119,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,open,2026-05-24,3
TKT000235,CUST0042,FLT00135,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,3
TKT000236,CUST0289,FLT00261,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,closed,2026-05-24,5
TKT000237,CUST0077,FLT00148,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,3
TKT000238,CUST0133,FLT00330,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,14
TKT000239,CUST0184,FLT00175,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,closed,2026-05-24,3
TKT000240,CUST0257,FLT00262,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,3
TKT000241,CUST0074,FLT00194,service,Meal not served in business class on this flight.,0.0,neutral,critical,closed,2026-05-24,30
TKT000242,CUST0007,FLT00358,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,closed,2026-05-24,5
TKT000243,CUST0137,FLT00336,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT000244,CUST0139,FLT00282,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,in_progress,2026-05-24,14
TKT000245,CUST0259,FLT00275,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,in_progress,2026-05-24,7
TKT000246,CUST0041,FLT00403,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,1
TKT000247,CUST0118,FLT00217,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,in_progress,2026-05-24,5
TKT000248,CUST0121,FLT00298,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,closed,2026-05-24,1
TKT000249,CUST0042,FLT00283,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,closed,2026-05-24,7
TKT000250,CUST0136,FLT00054,service,Meal not served in business class on this flight.,0.0,neutral,high,in_progress,2026-05-24,5
TKT000251,CUST0166,FLT00117,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,30
TKT000252,CUST0008,FLT00480,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,open,2026-05-24,7
TKT000253,CUST0293,FLT00154,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,1
TKT000254,CUST0111,FLT00323,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,14
TKT000255,CUST0247,FLT00450,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,14
TKT000256,CUST0051,FLT00236,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,open,2026-05-24,14
TKT000257,CUST0029,FLT00157,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,open,2026-05-24,1
TKT000258,CUST0069,FLT00001,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,closed,2026-05-24,1
TKT000259,CUST0196,FLT00359,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,open,2026-05-24,14
TKT000260,CUST0081,FLT00396,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,closed,2026-05-24,1
TKT000261,CUST0119,FLT00262,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,5
TKT000262,CUST0162,FLT00361,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,3
TKT000263,CUST0063,FLT00312,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,open,2026-05-24,3
TKT000264,CUST0049,FLT00085,service,Meal not served in business class on this flight.,0.0,neutral,high,resolved,2026-05-24,30
TKT000265,CUST0042,FLT00475,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,14
TKT000266,CUST0286,FLT00469,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,in_progress,2026-05-24,3
TKT000267,CUST0197,FLT00455,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,resolved,2026-05-24,5
TKT000268,CUST0116,FLT00398,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,open,2026-05-24,1
TKT000269,CUST0181,FLT00179,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,7
TKT000270,CUST0032,FLT00397,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,3
TKT000271,CUST0157,FLT00078,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,1
TKT000272,CUST0109,FLT00001,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,closed,2026-05-24,5
TKT000273,CUST0052,FLT00404,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,30
TKT000274,CUST0143,FLT00029,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,3
TKT000275,CUST0204,FLT00013,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,in_progress,2026-05-24,5
TKT000276,CUST0157,FLT00085,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,closed,2026-05-24,3
TKT000277,CUST0109,FLT00118,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT000278,CUST0126,FLT00099,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,closed,2026-05-24,1
TKT000279,CUST0033,FLT00025,service,Meal not served in business class on this flight.,0.0,neutral,medium,open,2026-05-24,14
TKT000280,CUST0289,FLT00363,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,resolved,2026-05-24,30
TKT000281,CUST0014,FLT00101,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,closed,2026-05-24,5
TKT000282,CUST0275,FLT00387,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,5
TKT000283,CUST0149,FLT00140,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,5
TKT000284,CUST0142,FLT00062,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,1
TKT000285,CUST0260,FLT00015,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,5
TKT000286,CUST0241,FLT00304,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,closed,2026-05-24,3
TKT000287,CUST0099,FLT00131,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,7
TKT000288,CUST0106,FLT00267,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,in_progress,2026-05-24,3
TKT000289,CUST0029,FLT00147,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,resolved,2026-05-24,3
TKT000290,CUST0235,FLT00271,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,in_progress,2026-05-24,14
TKT000291,CUST0279,FLT00088,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,open,2026-05-24,30
TKT000292,CUST0255,FLT00189,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,resolved,2026-05-24,1
TKT000293,CUST0012,FLT00450,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,open,2026-05-24,7
TKT000294,CUST0046,FLT00410,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,1
TKT000295,CUST0236,FLT00450,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,resolved,2026-05-24,5
TKT000296,CUST0018,FLT00130,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,closed,2026-05-24,5
TKT000297,CUST0161,FLT00116,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,critical,closed,2026-05-24,3
TKT000298,CUST0280,FLT00286,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,resolved,2026-05-24,1
TKT000299,CUST0244,FLT00243,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,closed,2026-05-24,5
TKT000300,CUST0274,FLT00204,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,1
TKT000301,CUST0239,FLT00107,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,in_progress,2026-05-24,14
TKT000302,CUST0020,FLT00012,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,7
TKT000303,CUST0050,FLT00301,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,1
TKT000304,CUST0175,FLT00222,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,1
TKT000305,CUST0057,FLT00237,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,5
TKT000306,CUST0068,FLT00389,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,critical,open,2026-05-24,7
TKT000307,CUST0262,FLT00425,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,1
TKT000308,CUST0062,FLT00257,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,closed,2026-05-24,1
TKT000309,CUST0212,FLT00262,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,critical,open,2026-05-24,30
TKT000310,CUST0229,FLT00402,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,open,2026-05-24,14
TKT000311,CUST0047,FLT00347,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,resolved,2026-05-24,3
TKT000312,CUST0238,FLT00214,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,closed,2026-05-24,3
TKT000313,CUST0057,FLT00247,service,Meal not served in business class on this flight.,0.0,neutral,critical,open,2026-05-24,14
TKT000314,CUST0039,FLT00340,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,closed,2026-05-24,14
TKT000315,CUST0284,FLT00301,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,resolved,2026-05-24,5
TKT000316,CUST0290,FLT00432,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,critical,resolved,2026-05-24,5
TKT000317,CUST0137,FLT00415,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,1
TKT000318,CUST0218,FLT00038,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,resolved,2026-05-24,30
TKT000319,CUST0184,FLT00042,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,in_progress,2026-05-24,30
TKT000320,CUST0246,FLT00105,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,closed,2026-05-24,30
TKT000321,CUST0071,FLT00271,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,open,2026-05-24,3
TKT000322,CUST0045,FLT00273,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,critical,resolved,2026-05-24,5
TKT000323,CUST0061,FLT00244,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,30
